,NCT#,phase,condition,sponsor,start_date,mesh_list,criterion,Ground_Truth
2042,NCT01545440,Phase 2,Asthma,"Genentech, Inc.",10-Feb-15,Asthma,Initiation or change in allergen immunotherapy within 3 months prior to Visit 1,52.0
2043,NCT01545453,Phase 2,Asthma,"Genentech, Inc.",10-Feb-15,Asthma,Initiation or change in allergen immunotherapy within 3 months prior to Visit 1,52.0
2044,NCT03292588,Phase 2,Asthma,National Institute of Allergy and Infectious Diseases (NIAID),10-Feb-15,Asthma,Is currently receiving immunotherapy;,52.0
2045,NCT02251379,Phase 2,Asthma,Johns Hopkins University,10-Feb-15,Asthma,On immunotherapy and has not reached maintenance dose,52.0
2046,NCT02898662,Phase 2,Asthma,AstraZeneca,10-Feb-15,Asthma,Ongoing allergen immunotherapy or plans to begin such therapy during the study period,52.0
2047,NCT01930461,Phase 2,Asthma;House Dust Mite Allergy,Stallergenes Greer,10-Feb-15,Asthma,Ongoing immunotherapy for an aeroallergen other than house dust mite.,52.0
2048,NCT02087644,Phase 2,Asthma,Cytos Biotechnology AG,10-Feb-15,Asthma,Ongoing or planned specific immunotherapy (SIT) during the whole study period or SIT completed within the last 3 years,52.0
2049,NCT02148796,Phase 2,Asthma;Wheezing,University of Arizona,10-Feb-15,Respiratory Sounds,Participants may not have ever received immunotherapy.,52.0
2050,NCT00346398,Phase 2,Asthma;Allergic Sensitization,National Institute of Allergy and Infectious Diseases (NIAID),10-Feb-15,Asthma,Past or current treatment with allergen-specific immunotherapy,52.0
2051,NCT01930461,Phase 2,Asthma;House Dust Mite Allergy,Stallergenes Greer,10-Feb-15,Asthma,Patient who received allergen immunotherapy for HDM within the past 10 years.,52.0
2052,NCT00857779,Phase 2,Rhinitis;Conjunctivitis;Asthma,ALK-Abelló A/S,10-Feb-15,Rhinitis;Conjunctivitis,Previous treatment by immunotherapy with grass pollen allergen or any other allergen within the previous 5 years,52.0
2053,NCT02570984,Phase 2,Asthma,Boston Children's Hospital,10-Feb-15,Asthma,Prior aeroallergen immunotherapy or use of biologics including anti-IgE,52.0
2054,NCT00318747,Phase 2,"Asthma;Allergy;Allergic Rhinitis;Rhinitis, Allergic, Seasonal",National Institute of Allergy and Infectious Diseases (NIAID),10-Feb-15,"Rhinitis;Asthma;Rhinitis, Allergic;Rhinitis, Allergic, Seasonal",Received immunotherapy for ragweed or other allergens within the 5 years prior to study entry,52.0
2055,NCT04129931,Phase 2,Asthma,"University of North Carolina, Chapel Hill",10-Feb-15,Asthma,Receiving aero allergen immunotherapy and not on at least 3 months of maintenance allergen immunotherapy,52.0
2056,NCT00162773,Phase 2,Asthma,Johns Hopkins University,10-Feb-15,Asthma,Receiving immunotherapy other than maintenance therapy,52.0
2057,NCT01393340,Phase 2,Nasal Polyposis;Asthma,"University Hospital, Ghent",10-Feb-15,Colorectal Neoplasms;Nasopharyngeal Neoplasms;Asthma;Nasal Polyps,Subjects must not have received specific immunotherapy within the previous three months. ,52.0
2058,NCT03774290,Phase 2,Asthma,Palobiofarma SL,10-Feb-15,Asthma,"Subjects that are receiving, or have received within the past 5 years, speciﬁc immunotherapy. ",52.0
2059,NCT02388997,Phase 2,Asthma,University of Virginia,10-Feb-15,Infections;Asthma,"Subjects who are currently receiving allergen immunotherapy (IT), or who have received allergen IT within the last 3 years.",52.0
2060,NCT04098718,Phase 2,Asthma;COPD,University of Oxford,10-Feb-15,,"Treatment with allergy immunotherapy, actively or within 90 days prior to Visit",52.0
2061,NCT02422121,Phase 2,Asthma,Revalesio Corporation,10-Feb-15,Asthma,Use of any immunotherapy within 3 months prior to first screening.,52.0
2062,NCT00501527,Phase 2,"Rhinitis, Allergic, Seasonal;Conjunctivitis, Allergic;Asthma","Laboratorios Leti, S.L.",10-Feb-15,"Rhinitis;Asthma;Rhinitis, Allergic;Rhinitis, Allergic, Seasonal;Conjunctivitis;Conjunctivitis, Allergic",Use of immunotherapy during the last four years.,52.0
2063,NCT00812929,Phase 2,Asthma,GlaxoSmithKline,10-Feb-15,Asthma,5 ounces (45 ml) of 80 proof distilled spirits.,53.0
2064,NCT00549744,Phase 2,Asthma,GlaxoSmithKline,10-Feb-15,Asthma,Abuse of alcohol defined as an average weekly intake of greater than 21 units or an average daily intake of greater than 3 units (males) or defined as an average weekly intake of greater than 14 units or an average daily intake of greater than 2 units (females). 1 unit is equivalent to a half-pint (220mL) of beer or 1 (25ml) measure of spirits or 1 glass (125ml) of wine),53.0
2065,NCT01617746,Phase 2,Asthma,University of Glasgow,10-Feb-15,Asthma,"Alcohol excess (defined as regular consumption above government daily recommend limits; currently defined as 28 units per wk for men, 21 units per week for women)",53.0
2066,NCT01471665,Phase 2,Asthma,GlaxoSmithKline,10-Feb-15,Asthma,"History of alcohol abuse or the subject regularly drinks more than 28 units of alcohol in a week if male, or 21 units per week if female. One unit of alcohol is defined as a medium (125 ml) glass of wine, half a pint (250 ml) of beer or one measure (25 ml) of spirits.",53.0
2067,NCT01349257,Phase 2,Asthma,Chiesi Farmaceutici S.p.A.,10-Feb-15,,"History of drug addiction or excessive use of alcohol (weekly intake in excess of 28 units alcohol; one unit being a glass of beer, wine or a measure of spirits), or excessive consumption of xanthine containing substances (daily intake in excess of 5 cups of coffee, tea, cola, etc) or psychological or other emotional problems likely to invalidate informed consent, or limit the ability of the subject to comply with the protocol requirements;",53.0
2068,NCT01808339,Phase 2,Asthma,GlaxoSmithKline,10-Feb-15,Asthma,History of regular alcohol consumption within 6 months of the study defined as Abuse of alcohol defined as an average weekly intake of greater than 21 units or an average daily intake of greater than 3 units (males) or defined as an average weekly intake of greater than 14 units or an average daily intake of greater than 2 units (females). One unit is equivalent to a 285 mL glass of full strength beer or 425 mL schooner of light beer or 1 (30 mL) measure of spirits or 1 glass (100 mL) of wine.,53.0
2069,NCT02833974,Phase 2,Asthma,GlaxoSmithKline,10-Feb-15,Asthma,"History of regular alcohol consumption within 6 months of the study defined as: An average weekly intake of >14 units for males and females. One unit is equivalent to 8 gram (g) of alcohol: a half-pint (~240 mililiter [ml]) of beer, 1 glass (125 ml) of wine or 1 (25 ml) measure of spirits",53.0
2070,NCT03707678,Phase 2,Asthma,GlaxoSmithKline,10-Feb-15,Asthma,"History of regular alcohol consumption within 6 months of the study defined as: An average weekly intake of >14 units for males and females. One unit is equivalent to 8 grams (g) of alcohol: a half-pint (approximately 240 mL) of beer, 1 glass (125 mL) of wine or 1 (25 mL) measure of spirits.",53.0
2071,NCT00945932,Phase 2,Asthma,GlaxoSmithKline,10-Feb-15,Asthma,"History of regular alcohol consumption within 6 months of the study defined as: An average weekly intake of >21 units for males or >14 units for females. One unit is equivalent to 8 g of alcohol: a half-pint (~240 ml) of beer, 1 glass (125 ml) of wine or 1 (25 ml) measure of spirits.",53.0
2072,NCT00857857,Phase 2,Asthma,GlaxoSmithKline,10-Feb-15,Asthma,History of regular alcohol consumption within 6 months of the study defined as: an average weekly intake of greater than 21 units or an average daily intake of greater than 3 units (males). One unit is equivalent to a half-pint (220mL) of beer or 1 (25ml) measure of spirits or 1 glass (125ml) of wine.,53.0
2073,NCT00801853,Phase 2,Asthma,"Aerovance, Inc.",10-Feb-15,Asthma,Patient consumes more than 28 units (male) or 21 units (female) of alcohol a week (unit = 1 glass of wine = 1measure of spirits = ½ pint or 8 fluid ounces of beer),53.0
2074,NCT01501942,Phase 2,Asthma,AIM Therapeutics Inc.,10-Feb-15,Asthma,"Significant history of drug dependency or alcohol abuse (> 3 units of alcohol per day, intake of excessive alcohol, acute or chronic)",53.0
2075,NCT02334553,Phase 2,Asthma,SolAeroMed Inc.,10-Feb-15,Asthma,"Subject has current (or within the last six months) evidence of alcohol abuse (regularly drinks more than 4 units of alcohol per day; 1 unit = ½ pint of beer, 1 glass of wine, or 1 ounce of spirit)",53.0
2076,NCT01160224,Phase 2,Asthma,GlaxoSmithKline,10-Feb-15,Asthma,"The subject regularly drinks more than 28 units of alcohol in a week, if male or 21 units per week, if female. One unit of alcohol is defined as a medium (125ml) glass of wine, half a pint (250ml) of beer, or one measure (25ml) of spirits.",53.0
2077,NCT00748306,Phase 2,Asthma,GlaxoSmithKline,10-Feb-15,Asthma,"The subject regularly drinks more than 28 units of alcohol in a week if male, or 21 units per week if female. One unit of alcohol is defined as a medium (125 ml) glass of wine, half a pint (250 ml) of beer or one measure (25 ml) of spirits",53.0
2078,NCT00812773,Phase 2,Asthma,GlaxoSmithKline,10-Feb-15,Asthma,"The subject regularly drinks more than 28 units of alcohol in a week if male, or 21 units per week if female. One unit of alcohol is defined as a medium (125 ml) glass of wine, half a pint (250 ml) of beer or one measure (25 ml) of spirits.",53.0
2079,NCT00850642,Phase 2,Asthma,GlaxoSmithKline,10-Feb-15,Asthma,"The subject regularly drinks more than 28 units of alcohol in a week if male, or 21 units per week if female. One unit of alcohol is defined as a medium (125 ml) glass of wine, half a pint (250 ml) of beer or one measure (25 ml) of spirits.",53.0
2080,NCT04129931,Phase 2,Asthma,"University of North Carolina, Chapel Hill",10-Feb-15,Asthma,"Vaped e-cigarettes =0.5 mLs e-liquid per day for 1 year, or =1 cartridge/tank/pod per day for 1 year",53.0
2081,NCT00482898,Phase 2,Asthma,Merck Sharp & Dohme Corp.,10-Feb-15,Asthma,You are unwilling to limit your alcohol use to less than 5 drinks per week,53.0
2082,NCT00635882,Phase 2,Asthma;Airway Inflammation,Merck Sharp & Dohme Corp.,10-Feb-15,Asthma;Inflammation,Inability to induce sputum after 1 or 2 trys. ,54.0
2083,NCT01160224,Phase 2,Asthma,GlaxoSmithKline,10-Feb-15,Asthma,Subjects unable to produce a technically acceptable sputum sample.,54.0
2084,NCT03707678,Phase 2,Asthma,GlaxoSmithKline,10-Feb-15,Asthma,"History of sensitivity to any of the study medications, including Albuterol/Salbutamol or Albuterol components there of or a history of drug or other allergy that, in the opinion of the investigator or GSK Medical Monitor, contraindicates their participation.",55.0
2085,NCT02497222,Phase 2,Asthma,Revalesio Corporation,10-Feb-15,,"Intolerance to albuterol, atropine, or lidocaine.",55.0
2086,NCT01951222,Phase 2,Asthma,Pierre Fabre Medicament,10-Feb-15,Asthma,Intolerance to salbutamol.,55.0
2087,NCT01833390,Phase 2,Asthma;COPD;Healthy,Xemed LLC,10-Feb-15,Asthma,"Known hypersensitivity to albuterol or any of its components, or levalbuterol. ",55.0
2088,NCT01470755,Phase 2,Asthma,Assistance Publique - Hôpitaux de Paris,10-Feb-15,,known intolerant to Salbutamol ,55.0
2089,NCT02833974,Phase 2,Asthma,GlaxoSmithKline,10-Feb-15,Asthma,Patient known to be intolerant to salbutamol or albuterol,55.0
2090,NCT01656811,Phase 2,Asthma,Sunovion,10-Feb-15,Asthma,"Subject had a known sensitivity to levalbuterol or racemic albuterol, including Ventolin or any of the excipients contained in any of these formulations.",55.0
2091,NCT00684827,Phase 2,Asthma,Sunovion,10-Feb-15,Asthma,"Subject with a known sensitivity to levalbuterol or racemic albuterol, or any of the excipients contained in any of these formulations.",55.0
2092,NCT00684866,Phase 2,Asthma,Sunovion,10-Feb-15,Asthma,"Subject with a known sensitivity to levalbuterol or racemic albuterol, or any of the excipients contained in any of these formulations.",55.0
2093,NCT00685022,Phase 2,Asthma,Sunovion,10-Feb-15,Asthma,"Subject with a known sensitivity to levalbuterol or racemic albuterol, or any of the excipients contained in any of these formulations.",55.0
2094,NCT00685347,Phase 2,Asthma;Bronchoconstriction,Sunovion,10-Feb-15,Asthma,"Subject with a known sensitivity to levalbuterol or racemic albuterol, or any of the excipients contained in any of these formulations.",55.0
2095,NCT00684827,Phase 2,Asthma,Sunovion,10-Feb-15,Asthma,Subject using any prescription drug with which albuterol sulfate administration is contraindicated.,56.0
2096,NCT00685022,Phase 2,Asthma,Sunovion,10-Feb-15,Asthma,Subject using any prescription drug with which albuterol sulfate administration is contraindicated.,56.0
2097,NCT00685347,Phase 2,Asthma;Bronchoconstriction,Sunovion,10-Feb-15,Asthma,Subject using any prescription drug with which albuterol sulfate administration is contraindicated.,56.0
2098,NCT01656811,Phase 2,Asthma,Sunovion,10-Feb-15,Asthma,Subject was using any prescription drug with which albuterol sulfate administration was contraindicated,56.0
2099,NCT00024544,Phase 2,Asthma,Facet Biotech,10-Feb-15,Asthma,No significant disease other than asthma ,57.0
2100,NCT00028288,Phase 2,Asthma,Facet Biotech,10-Feb-15,Asthma,No significant disease other than asthma ,57.0
2101,NCT00783601,Phase 2,Asthma,Merck Sharp & Dohme Corp.,10-Feb-15,Asthma,Patient is intending to move or vacation for more than 5 days during the study,58.0
2102,NCT02687815,Phase 2,Asthma,"Juan Celedon, MD",10-Feb-15,Asthma,Plans to move out of the study site area in the next year Additional exclusion criteria applied after the run-in period:,58.0
2103,NCT02251379,Phase 2,Asthma,Johns Hopkins University,10-Feb-15,Asthma,Sleeping in another home 4 or more nights/week,58.0
2104,NCT02087644,Phase 2,Asthma,Cytos Biotechnology AG,10-Feb-15,Asthma,Major surgery within 3 months prior to signing the ICF or anticipated during study,59.0
2105,NCT03299686,Phase 2,Asthma,Novartis Pharmaceuticals,10-Feb-15,Asthma,Previous use of biologics or other concomitant medications within the time periods specified in the SOM/protocol,60.0
2106,NCT03774290,Phase 2,Asthma,Palobiofarma SL,10-Feb-15,Asthma,The use of prescription or over-the-counter medications is subjected to protocol- established restrictions (non-permitted medications),60.0
2107,NCT03643874,Phase 2,Asthma,"Concentrx Pharmaceuticals, Inc.",10-Feb-15,Asthma,Unable to abstain from protocol-defined prohibited medications during the study,60.0
2108,NCT03364608,Phase 2,Asthma,AstraZeneca,10-Feb-15,Asthma,Unable to abstain from protocol-defined prohibited medications during the study ,60.0
2109,NCT03371459,Phase 2,Asthma,AstraZeneca,10-Feb-15,Asthma,Unable to abstain from protocol-defined prohibited medications during the study ,60.0
2110,NCT00181272,Phase 2,Asthma;Chronic Obstructive Pulmonary Disease,Johns Hopkins University,10-Feb-15,"Asthma;Lung Diseases;Lung Diseases, Obstructive;Pulmonary Disease, Chronic Obstructive",Patients prescribed warfarin (azithromycin may increase INR in patients on warfarin),61.0
2111,NCT01007721,Phase 2,"Rhinitis, Allergic, Seasonal;Asthma",Boehringer Ingelheim,10-Feb-15,"Rhinitis;Rhinitis, Allergic;Rhinitis, Allergic, Seasonal","Patients taking CYP2C8 substrates such as -but not restricted to- amiodarone, amodiaquine, paclitaxel, rosiglitazone, pioglitazone, and repaglinide and CYP2C9 substrates such as -but not restricted to- warfarin, tolbutamide, phenytoin, losartan and acenocoumarol",61.0
2112,NCT00534625,Phase 2,Asthma,Critical Therapeutics,10-Feb-15,Asthma,"Patients taking Xolair, theophylline, montelukast, zafirlukast, nedocromil, cromolyn sodium, Zyflo (within the past 7 days), warfarin, propranolol, inhaled anti-cholinergics, or LABA",61.0
2113,NCT01097694,Phase 2,Asthma,Brigham and Women's Hospital,10-Feb-15,Asthma,"Regular use of anticoagulants (eg: Warfarin Sodium, Coumadin), amiodarone, carbamazepine, Cyclosporine, Rifampicin, or reverse transcriptase inhibitors ",61.0
2114,NCT03944707,Phase 2,Asthma,Novartis Pharmaceuticals,10-Feb-15,Asthma,"Requirement for anti-platelet or anticoagulant medication (e.g., warfarin, or clopidogrel or Novel Oral Anti-Coagulant (NOAC)) other than acetylsalicylic acid (up to 100 mg/d).",61.0
2115,NCT00526357,Phase 2,Asthma,Firestone Institute for Respiratory Health,10-Feb-15,Asthma;Inflammation,"Subjects using anti-coagulants (warfarin, heparin)",61.0
2116,NCT00815347,Phase 2,Asthma,UConn Health,10-Feb-15,Asthma,"Use of potent CYP3A4 and CYP2C9 inhibitors, including, but not limited to azole antifungals, amiodarone, glyburide, warfarin, cyclosporine, ritonavir, other medications potentially toxic to the liver or bone marrow.",61.0
2117,NCT04129931,Phase 2,Asthma,"University of North Carolina, Chapel Hill",10-Feb-15,Asthma,"Use of warfarin, current or last 30 days",61.0
2118,NCT00136305,Phase 2,Asthma,Children's Mercy Hospital Kansas City,10-Feb-15,Asthma,Not English or Spanish speaking ,62.0
2119,NCT02340130,Phase 2,Rhinitis;Rhinoconjunctivitis;Asthma,"Laboratorios Leti, S.L.",10-Feb-15,"Rhinitis;Asthma;Rhinitis, Allergic;Conjunctivitis",Acute or chronic infectious conjunctivitis,63.0
2120,NCT01424124,Phase 2,Asthma,Yuhan Corporation,10-Feb-15,Asthma,"Active upper respiratory tract infection within 3 weeks, emergency room treatment for asthma within 1 month, or hospitalization for asthma within 3 months of the prestudy visit ",64.0
2121,NCT01366521,Phase 2,Asthma,GlaxoSmithKline,10-Feb-15,Asthma,"An asthma exacerbation or respiratory tract infection within six weeks prior to screening (an exacerbation is defined as worsening asthma requiring the use of systemic corticosteroids and/or emergency department visit, hospitalisation).",64.0
2122,NCT03084718,Phase 2,Asthma,Chiesi Farmaceutici S.p.A.,10-Feb-15,Asthma,An asthma exacerbation requiring oral corticosteroids within 3 months or hospitalization within 6 months prior to screening.,64.0
2123,NCT03086460,Phase 2,Asthma,Chiesi Farmaceutici S.p.A.,10-Feb-15,Asthma,"An asthma exacerbation requiring oral/intravenous corticosteroids ≤ 30 days, intramuscular depot corticosteroid ≤3 months or hospitalization within 6 months prior to screening.",64.0
